season,pfr_player_name,round,pick,position,age,height_inches,weight,forty,vertical,broad_jump,shuttle,bench,cone,college,pfr_player_id,cfb_player_id
2009,Kevin Huber,5,142,P,24,72,221,4.87,34.083673225369324,116.89254903146887,4.436801044277117,18.233903722193595,7.331521256564983,Cincinnati,HubeKe20,kevin-huber-1
2021,Wyatt Hubert,7,235,DE,23,74,258,4.93,32.5,110,4.28,21.67716924621812,7.03,Kansas St.,HubeWy00,wyatt-hubert-1
2021,James Hudson,4,110,OL,22,76,313,5.27,28.5,98,4.79,22,8.05,Cincinnati,HudsJa00,james-hudson-1
2020,Khaleke Hudson,5,162,LB,22,71,224,4.56,33,120,4.234174355404076,30,7.065954208957557,Michigan,HudsKh00,khaleke-hudson-1
2006,Marcus Hudson,6,192,DB,23,74,200,4.55,35.465091635847685,119.36719617342678,4.22763801060172,11,7.0573875300024795,North Carolina St.,HudsMa20,marcus-hudson-1
2011,Rodney Hudson,2,55,C,22,74,291,5.27,25.5,95,4.96,27,8.03,Florida St.,HudsRo00,rodney-hudson-1
2014,Josh Huff,3,86,WR,22,71,206,4.51,35.5,116,4.201492631392295,14,7.023120814182166,Oregon,HuffJo00,josh-huff-1
2014,Marqueston Huff,4,122,DB,22,71,196,4.49,35.5,118,4.19,15,7.26,Wyoming,HuffMa00,marqueston-huff-1
2006,Michael Huff,1,7,DB,23,72,200,4.34,40.5,125,4.090374769752241,21,6.877487271945835,Texas,HuffMi20,michael-huff-1
2001,Orlando Huff,4,104,LB,23,74,250,4.7,32.61010050847346,114.25281838601529,4.3256831826370625,16,7.185887714328652,Fresno St.,HuffOr20,orlando-huff-1
2009,Brandon Hughes,5,148,DB,23,71,178,4.4,36.5,128,4.23,8,6.9,Oregon St.,HughBr99,brandon-hughes-1
2007,Dante Hughes,3,95,DB,22,70,190,4.56,28.5,114,4.43,16,7.28,California,HughDa99,NA
2010,Jerry Hughes,1,31,DE,22,74,253,4.65,34.5,118,4.15,26,6.99,TCU,HughJe99,jerry-hughes-1
2012,John Hughes,3,87,DT,24,74,304,5.32,29.52671009090929,108.72929037561087,4.730936560383143,28,7.717021809543505,Cincinnati,HughJo00,john-hughes-2
2018,Mike Hughes,1,30,CB,21,71,191,4.53,35.5,127,4.13,20,6.7,Central Florida,HughMi00,mike-hughes-4
2013,Montori Hughes,5,139,DT,23,76,329,5.23,26.5,104,4.7,22,7.85,UT Martin,HughMo00,NA
2010,Josh Hull,7,254,LB,23,74,236,4.93,32.5,115,4.07,25,6.86,Penn St.,HullJo99,josh-hull-1
2021,Creed Humphrey,2,63,OL,22,76,302,5.11,33,112,4.49,29,7.5,Oklahoma,HumpCr00,creed-humphrey-1
2015,D.J. Humphries,1,24,T,21,77,290,5.12,31,104,4.64,26,7.87,Florida,HumpD.00,dj-humphries-1
2017,Marlon Humphrey,1,16,CB,21,72,197,4.41,36.749163362950256,125,4.136129183368734,10,6.75,Alabama,HumpMa00,marlon-humphrey-1
2008,Mike Humpal,6,188,LB,23,74,244,4.82,31,119,4.25,20,7.07,Iowa,HumpMi99,mike-humpal-1
2015,Brett Hundley,5,147,QB,22,75,227,4.63,36,120,3.98,18.792271104467844,6.93,UCLA,HundBr00,brett-hundley-1
2015,Danielle Hunter,3,88,DE,20,78,240,4.57,33.54574300791068,115.92891088598776,4.240710700206432,25,7.074520887912636,LSU,HuntDa01,danielle-hunter-1
2002,Javin Hunter,6,206,WR,22,71,190,4.47,41,129,4.04,15.349005580443318,6.84,Notre Dame,HuntJa00,javin-hunter-1
2013,Justin Hunter,2,34,WR,22,76,196,4.44,39.5,136,4.33,15.907372962717567,7.191545431229185,Tennessee,HuntJu00,justin-hunter-1
2017,Kareem Hunt,3,86,RB,22,70,216,4.62,36.5,119,4.273392424218213,18,7.1173542826880265,Toledo,HuntKa00,kareem-hunt-1
2011,Kendall Hunter,4,115,RB,22,67,199,4.46,35,122,4.21,24,6.74,Oklahoma St.,HuntKe00,kendall-hunter-1
2013,Margus Hunt,2,53,DE,26,80,277,4.62,34.5,121,4.51,38,7.07,SMU,HuntMa00,margus-hunt-1
2020,Robert Hunt,2,39,G,24,77,323,5.1888500574133705,28.715296667978865,107.27573952326213,4.6452124358276015,27.726149220855802,7.604669864231845,Louisiana,HuntRo01,robert-hunt-1
2007,Tony Hunt,3,90,RB,21,74,233,4.68,33.58079749178069,115.99170683373521,4.3126104930323494,24,7.168754356418496,Penn St.,HuntTo01,tony-hunt-1
2003,Wayne Hunter,3,73,T,22,77,303,5.08,31,104,4.57,37,7.72,Hawaii,HuntWa20,NA
2019,Jalen Hurd,3,67,WR,23,77,226,4.661814853453032,34.253979455084874,117.19763243084046,4.3007240542211145,23,7.153175725196604,Baylor,HurdJa00,jalen-hurd-1
2018,Hayden Hurst,1,25,TE,25,76,250,4.67,31.5,120,4.37,20.93267940318579,7.19,South Carolina,HursHa00,hayden-hurst-1
2018,Maurice Hurst Jr.,5,140,DT,23,74,292,5.0204161262507885,30.211907961479103,109.95674104458963,4.535118210778106,24.841251079105522,7.460377922890686,Michigan,HursMa00,maurice-hurst-jr-1
2020,Jalen Hurts,2,53,QB,22,73,222,4.59,35,125,4.253783389811145,18.326964952572638,7.091654245822792,Oklahoma,HurtJa00,jalen-hurts-1
2011,Maurice Hurt,7,217,G,23,75,319,5.39,28.761373821187615,107.35828127500997,4.776690973999636,18,7.776988562229052,Florida,HurtMa00,NA
2000,Todd Husak,6,202,QB,22,75,216,5.2,27.5,99,4.41,17.76859757029839,7.17,Stanford,HusaTo20,todd-husak-1
2022,Aidan Hutchinson,1,2,DE,22,79,260,4.74,36,117,4.15,21.863291706976202,6.73,Michigan,HutcAi00,aidan-hutchinson-1
2001,Steve Hutchinson,1,17,G,23,77,313,5.15,33.5,106,4.74,31,7.72890055519939,Michigan,HutcSt00,steve-hutchinson-1
2004,Von Hutchins,6,173,DB,23,69,181,4.46,34.5,115,4.06,11,7.05,Mississippi,HutcVo20,von-hutchins-1
2014,Carlos Hyde,2,57,RB,23,72,230,4.62,34.5,114,4.273392424218213,19,7.1173542826880265,Ohio St.,HydeCa00,carlos-hyde-1
2013,Micah Hyde,5,159,DB,22,72,197,4.56,33,121,4.2,12,6.78,Iowa,HydeMi00,micah-hyde-1
2016,Germain Ifedi,1,31,G,22,78,324,5.27,32.5,109,4.75,24,7.742006777735249,Texas A&M,IfedGe00,germain-ifedi-1
2015,Martin Ifedi,7,227,DE,24,75,275,4.88,31,111,4.58,16,7.39,Memphis,IfedMa00,martin-ifedi-1
2020,Noah Igbinoghene,1,30,CB,20,70,198,4.48,37,128,4.1818835969852275,15,6.997420777316933,Auburn,IgbiNo00,noah-igbinoghene-1
2009,Juaquin Iglesias,3,99,WR,22,72,204,4.44,34.5,116,4.4,16.651862805749897,7.283288988980196,Oklahoma,IgleJu00,juaquin-iglesias-1
2011,Ben Ijalana,2,49,T,22,75,319,5.2,28.761373821187615,107.35828127500997,4.65250042275487,27.353904299339636,7.614221662082567,Villanova,IjalBe00,NA
2008,Jack Ikegwuonu,4,131,DB,22,71,200,4.44,35.1916084303759,118.87728346655915,4.155738217775803,16.27961788423373,6.963154061496619,Wisconsin,IkegJa99,jack-ikegwuonu-1
2012,George Iloka,5,167,DB,22,76,225,4.6,34.5,124,4.03,20,7.03,Boise St.,IlokGe00,george-iloka-1
2005,Richie Incognito,3,81,G,22,75,305,4.84,29.5607713368524,108.79030705548519,4.417192009870048,29,7.305821219699748,Oregon,IncoRi20,NA
2006,Clint Ingram,3,80,LB,23,73,240,4.65,41,129.2823276502148,4.1,22,7.12,Oklahoma,IngrCl20,clint-ingram-1
2009,Cornelius Ingram,5,153,TE,24,76,245,4.68,33,114.95127705359805,4.53,21,7.12,Florida,IngrCo00,NA
2022,Ed Ingram,2,59,G,23,75,307,5.02,20.5,102,4.76,26.237169534791143,7.81,LSU,IngrEd00,ed-ingram-1
2009,Jake Ingram,6,198,C,23,75,232,4.9,33.72905838281878,116.25729862510599,4.456410078684185,15,7.357221293430218,Hawaii,IngrJa20,jake-ingram-1
2022,Keaontay Ingram,6,201,RB,22,72,221,4.53,34.5,122,4.214565320997008,18.233903722193595,7.0402541720923235,USC,IngrKe01,keaontay-ingram-1
2011,Mark Ingram,1,28,RB,21,70,215,4.62,31.5,118,4.62,21,7.13,Alabama,IngrMa01,mark-ingram-1
2012,Melvin Ingram,1,18,DE,23,73,264,4.69,34.5,109,4.18,28,6.83,South Carolina,IngrMe00,melvin-ingram-1
2000,Junior Ioane,4,107,DT,23,76,320,5.12,28.795435067130725,107.41929795488429,4.60020966433602,27.44696552971868,7.5456882304419395,Arizona St.,IoanJu20,NA
2016,Matthew Ioannidis,5,152,DT,22,75,299,5.03,28,108,4.71,32,7.78,Temple,IoanMa01,matt-ioannidis-1
2015,Joey Iosefa,7,231,FB,24,72,245,5.02,31.5,110,4.33,30,7.24,Hawaii,IoseJo00,joey-iosefa-1
2007,David Irons,6,194,DB,24,70,190,4.44,29.5,111,4.3,11,7.18,Auburn,IronDa99,david-irons-1
2012,Bruce Irvin,1,15,DE,24,75,245,4.41,33.5,123,4.03,23,6.7,West Virginia,IrviBr00,bruce-irvin-1
2009,Corvey Irvin,3,93,DT,24,75,296,4.96,24.5,97,4.73,24,7.44,Georgia,IrviCo99,corvey-irvin-1
2011,Nate Irving,3,67,LB,23,73,242,4.74,32.97573802036274,114.90781459637859,4.351828561846487,20.18818956015346,7.220154430148966,North Carolina St.,IrviNa00,nate-irving-1
2019,Andy Isabella,2,62,WR,22,69,188,4.31,36.5,121,4.15,15,6.95,Massachusetts,IsabAn00,andy-isabella-1
2017,Danny Isidora,5,180,G,23,75,306,5.03,29,94,4.9,26,8.13,Miami (FL),IsidDa00,danny-isidora-1
2020,Keith Ismael,5,156,C,22,75,309,5.34,32,108,4.65,26.423291995549224,8.14,San Diego St.,IsmaKe00,keith-ismael-1
2000,Jabari Issa,6,176,DE,22,77,302,5.05,31.5,105,4.72,19,7.69,Washington,IssaJa20,NA
2010,Mike Iupati,1,17,G,23,77,329,5.24,27.5,92,4.93,27,7.85,Idaho,IupaMi20,mike-iupati-1
2008,Kenny Iwebema,4,116,DE,23,76,268,4.91,29,109,4.75,26,7.62,Iowa,IwebKe99,kenny-iwebema-1
2018,Joel Iyiegbuniwe,4,115,LB,22,73,229,4.6,35,117,4.28,19,7.06,Western Kentucky,IyieJo00,joel-iyiegbuniwe-1
2018,Ryan Izzo,7,250,TE,22,77,256,4.94,33,110,4.43,18,7.15,Florida St.,IzzoRy00,ryan-izzo-1
2017,Adoree' Jackson,1,18,CB,21,70,186,4.42,36,122,4.14266552817109,14.976760658927155,6.946020703586461,USC,JackAd00,adoree-jackson-1
2003,Alonzo Jackson,2,59,LB,22,76,262,4.86,37,114,4.5,14,7.69,Florida St.,JackAl23,alonzo-jackson-1
2011,Andrew Jackson,7,210,OL,22,77,299,5.27,28,98,4.65,25,7.55,Fresno St.,JackAn00,andrew-jackson-2
2014,Andrew Jackson,6,203,LB,22,73,254,4.9,32.290540149792925,113.68036392739984,4.456410078684185,21.304924324701958,7.357221293430218,Western Kentucky,JackAn02,andrew-jackson-3
2012,Asa Jackson,5,169,DB,22,70,193,4.48,34.5,118,4.03,19,6.97,NA,JackAs00,NA
2020,Austin Jackson,1,18,T,21,77,322,5.07,31,115,4.56752794032424,27,7.95,USC,JackAu00,austin-jackson-2
2014,Bennett Jackson,6,187,DB,22,72,195,4.51,38,128,4,13,6.75,Notre Dame,JackBe00,bennett-jackson-1
2007,Brandon Jackson,2,63,RB,21,71,210,4.54,37,122,4.14,21,7,Nebraska,JackBr00,brandon-jackson-2
2006,Chad Jackson,2,36,WR,21,73,205,4.32,38.5,122,3.97,16.744924036128936,6.73,Florida,JackCh00,chad-jackson-1
2008,Chevis Jackson,3,68,DB,22,71,188,4.52,36,125,4.15,13,6.96,LSU,JackCh99,chevis-jackson-1
2022,D'Marco Jackson,5,161,LB,24,73,233,4.55,33,125,4.22763801060172,19.350638486742092,7.0573875300024795,Appalachian St.,JackDM00,dmarco-jackson-1
2006,D'Qwell Jackson,2,34,LB,22,72,230,4.73,37,116,4.36,19,7.05,Maryland,JackDQ20,dqwell-jackson-1
2000,Darrell Jackson,3,80,WR,21,72,201,4.56,35.225669676319015,118.93830014643348,4.234174355404076,16.372679114612772,7.065954208957557,Florida,JackDa00,darrell-jackson-1
2020,Dane Jackson,7,239,CB,23,72,187,4.57,35,122,4.27,15.069821889306194,7.07,Pittsburgh,JackDa02,dane-jackson-1
2008,DeSean Jackson,2,49,WR,21,70,178,4.35,34.90392903635862,120,4.0969111145545964,14.232270815894825,6.886053950900912,California,JackDe00,desean-jackson-1
2008,Dexter Jackson,2,58,WR,22,70,180,4.33,29.5,122,4.38,14.418393276652907,6.81,Appalachian St.,JackDe01,NA
2018,Donte Jackson,2,55,CB,22,71,175,4.32,36.380116497631924,124,4.077302080147529,7,6.860353914035679,LSU,JackDo02,donte-jackson-1
2022,Drake Jackson,2,61,OLB,21,75,254,4.813948726761171,36.5,127,4.40016399942711,21.304924324701958,7.2835039302789415,USC,JackDr01,drake-jackson-2
2017,Eddie Jackson,4,112,S,23,72,201,4.525981037999337,35.225669676319015,118.93830014643348,4.211938388858617,10,7.036811256373088,Alabama,JackEd01,eddie-jackson-6
2014,Gabe Jackson,3,81,G,23,75,336,5.34,29,108,4.78,30,8.25,Mississippi St.,JackGa00,gabe-jackson-1
2001,James Jackson,3,65,RB,25,70,215,4.55,34.24395002367304,117.17966589471317,4.22763801060172,17.67553633991935,7.0573875300024795,Miami (FL),JackJa00,james-jackson-1
2000,Jarious Jackson,7,214,QB,23,72,228,4.68,30.84441351785702,109,4.3126104930323494,18.885332334846886,7.168754356418496,Notre Dame,JackJa01,jarious-jackson-1
2018,Josh Jackson,2,45,CB,22,73,192,4.56,38,123,4.03,18,6.86,Iowa,JackJo01,joshua-jackson-3
2019,Joe Jackson,5,165,DE,22,76,275,4.928049131742275,27,109,4.474743958331608,22,7.381250084090695,Miami (FL),JackJo02,joe-jackson-3
2020,Jonah Jackson,3,75,G,23,75,306,5.23,26,98,5.02,28,7.83,Ohio St.,JackJo03,jonah-jackson-1
2022,Jordan Jackson,6,194,DT,24,77,294,5.031282831487084,30.37119152185592,110.24207863996081,4.542221064007105,25.027373539863607,7.469687080396566,Air Force,JackJo05,jordan-jackson-5
2018,Justin Jackson,7,251,RB,22,72,199,4.52,38.5,122,4.07,13,6.81,Northwestern,JackJu01,justin-jackson-5
2010,Kareem Jackson,1,20,DB,22,70,192,4.4,37.5,118,4.14,13,6.92,Alabama,JackKa99,kareem-jackson-1
2018,Lamar Jackson,1,32,QB,21,74,216,4.607481327271554,34.551494475087935,117.73059528145512,4.265209788076115,17.76859757029839,7.106629937667197,Louisville,JackLa00,lamar-jackson-1
2008,Lawrence Jackson,1,28,DE,23,77,261,4.82,31,108,4.4,31,7.08,USC,JackLa98,lawrence-jackson-1
2012,Malik Jackson,5,137,DT,22,76,284,4.85,28,105,4.41,25,7.38,Tennessee,JackMa02,malik-jackson-2
2005,Marlin Jackson,1,29,DB,22,72,196,4.52,36,125,3.96,23,6.95,Michigan,JackMa22,marlin-jackson-1
2019,Michael Jackson,5,158,CB,22,73,210,4.45,40.5,130,4.12,13,7.12,Miami (FL),JackMi01,michael-jackson-6
2016,Myles Jack,2,36,OLB,21,73,245,4.56,32.804438552720285,114.6009519291339,4.234174355404076,19,7.065954208957557,UCLA,JackMy00,myles-jack-1
2004,Steven Jackson,1,24,RB,21,75,229,4.55,33.900357850461226,116.56416129235066,4.22763801060172,18.978393565225925,7.0573875300024795,Oregon St.,JackSt00,steven-jackson-3
2006,Tarvaris Jackson,2,64,QB,23,74,226,4.69,31.5,107,4.38,22,7.4,Alabama St.,JackTa00,tarvaris-jackson-1
2021,Tarron Jackson,6,191,DE,23,74,254,4.68,29,118,4.51,25,7.45,Coastal Carolina,JackTa02,tarron-jackson-1
2007,Tanard Jackson,4,106,DB,22,72,200,4.52,32.5,121,4.28,12,6.89,Syracuse,JackTa99,tanard-jackson-1
2015,Tre' Jackson,4,111,G,22,76,323,5.52,25,96,4.861663456430266,27.726149220855802,7.888355388645071,Florida St.,JackTr00,tre-jackson-1
2009,Tyson Jackson,1,3,DE,23,76,295,4.94,28.5,102,4.8,25.120434770242646,7.64,LSU,JackTy98,tyson-jackson-1
2005,Vincent Jackson,2,61,WR,22,77,241,4.46,39,125.69956500106062,4.168810907380514,20.095128329774422,6.980287419406775,Northern Colorado,JackVi00,NA
2016,William Jackson III,1,24,CB,23,72,189,4.37,33.427741575085314,116,4.1099838041593095,10,6.90318730881107,Houston,JackWi02,william-jackson-iii-1
2005,Brandon Jacobs,4,110,RB,23,76,256,4.56,37,118,4.46,19,7.53,Southern Illinois,JacoBr00,NA
2019,Josh Jacobs,1,24,RB,21,70,220,4.629214737744145,33.95845091093562,116.66822811597201,4.279415494534115,18.140842491814556,7.125248252678961,Alabama,JacoJo01,joshua-jacobs-1
2018,Leon Jacobs,7,230,OLB,22,75,246,4.48,34.5,122,4.44,26,7.14,Wisconsin,JacoLe00,leon-jacobs-1
2003,Taylor Jacobs,2,44,WR,22,72,198,4.42,35.396969143961464,119.24516281367815,4.14266552817109,16.093495423475648,6.946020703586461,Florida,JacoTa00,taylor-jacobs-1
2021,Brenden Jaimes,5,159,OL,22,77,298,4.8873502185813225,30.5,112,4.51,25,7.5,Nebraska,JaimBr00,brenden-jaimes-1
2003,Bradie James,4,103,LB,22,74,243,4.71,32.5,113,4.54,20.281250790532503,7.53,LSU,JameBr20,bradie-james-1
2001,Cedric James,4,131,WR,22,73,199,4.49,43,134,4.188419941787584,16.18655665385469,7.00598745627201,TCU,JameCe00,cedric-james-1
2018,Derwin James,1,17,S,22,75,215,4.47,40,132,4.1753472521828705,21,6.988854098361852,Florida St.,JameDe00,derwin-james-1
2005,Erasmus James,1,18,DE,22,76,263,4.81,37.5,122,4.37,22.142475398113326,7.56,Wisconsin,JameEr20,erasmus-james-1
2014,Ja'Wuan James,1,19,T,22,78,311,5.26,29,103,4.56,22,7.42,Tennessee,JameJa01,jawuan-james-1
2015,Jesse James,5,160,TE,21,79,254,4.83,37.5,121,4.5,26,7.53,Penn St.,JameJe00,jesse-james-1
2000,Jeno James,6,182,G,23,75,310,5.62,25.5,94,5.22,24,8.51,Auburn,JameJe20,NA
2014,Kendall James,6,184,DB,23,70,180,4.44,39,125.69956500106062,4.19,9,6.81,Maine,JameKe00,NA
2012,LaMichael James,2,61,RB,22,68,190,4.35,35,123,4.12,15,6.88,Oregon,JameLa00,lamichael-james-1
2013,Mike James,6,189,RB,22,70,223,4.53,35,115,4.62,28,7.571625884769086,Miami (FL),JameMi00,mike-james-1
2001,Michael Jameson,6,165,DB,22,71,205,4.5,34.5,118,4.2,9,7.13,Texas A&M,JameMi20,michael-jameson-1
2018,Natrell Jamerson,5,164,S,22,72,198,4.4,35.5,120,4.129592838566378,25,6.928887345676305,Wisconsin,JameNa00,natrell-jamerson-1
2018,Richie James,7,240,WR,23,70,183,4.48,35.5,122,4.16,6,6.87,Middle Tenn. St.,JameRi00,richie-james-1
2008,Robert James,5,138,LB,24,71,224,4.7,33.821212689236276,116.42238212860164,4.3256831826370625,22,7.185887714328652,Arizona St.,JameRo99,robert-james-1
2013,Jawan Jamison,7,228,RB,21,67,203,4.68,29,110,4.3126104930323494,20,7.168754356418496,Rutgers,JamiJa00,jawan-jamison-1
2002,Quentin Jammer,1,5,DB,23,72,204,4.49,36,124,4.188419941787584,18,7.00598745627201,Texas,JammQu20,quentin-jammer-1
2014,Jeff Janis,7,236,WR,23,75,219,4.42,37.5,123,3.98,20,6.64,Saginaw Valley St.,JaniJe00,NA
2016,Andy Janovich,6,176,FB,23,73,230,4.81,34,119,4.32,30,7.28,Nebraska,JanoAn00,andy-janovich-1
2007,Dwayne Jarrett,2,45,WR,20,76,219,4.62,34.562517144426664,117.7503410854555,4.273392424218213,18.047781261435514,7.1173542826880265,USC,JarrDw00,dwayne-jarrett-1
2015,Grady Jarrett,5,137,NT,22,73,288,5.06,31,112,4.56,30,7.37,Clemson,JarrGr00,grady-jarrett-1
2011,Jaiquawn Jarrett,2,54,DB,21,72,196,4.62,30,113,4.14,14,6.95,Temple,JarrJa00,jaiquawn-jarrett-1
2015,Kyshoen Jarrett,6,181,S,22,71,192,4.57,33,109,4.4,21,6.95,Virginia Tech,JarrKy00,kyshoen-jarrett-1
2006,Max Jean-Gilles,4,99,G,22,76,355,5.48,24.5,95,5.08,27,8.56,Georgia,JeanMa20,max-jean-gilles-1
2009,Ricky Jean-Francois,7,244,DT,22,75,295,5.19,26,93,4.645964077952514,25,7.605654983127488,LSU,JeanRi99,ricky-jean-francois-1
2014,Stanley Jean-Baptiste,2,58,DB,24,75,218,4.61,41.5,128,4.33,13,7.191545431229185,Nebraska,JeanSt00,stanley-jean-baptiste-1
2012,Alshon Jeffery,2,45,WR,22,76,230,4.48,33.93441909640434,116.62517797222498,4.1818835969852275,19.071454795604968,6.997420777316933,South Carolina,JeffAl00,alshon-jeffery-1
2013,D.C. Jefferson,7,219,TE,24,78,255,4.97,32.689245669698415,114.39459754976433,4.502164492300678,3,7.417188046115765,Rutgers,JeffD.00,dc-jefferson-1
2005,Jason Jefferson,6,193,DT,23,73,310,5.1,28.5,102,4.47,26.516353225928267,7.79,Wisconsin,JeffJa21,NA
2021,Jermar Jefferson,7,257,RB,21,70,206,4.57,31,115,4.38,13,7.38,Oregon St.,JeffJe00,jermar-jefferson-1
2020,Justin Jefferson,1,22,WR,21,73,202,4.43,37.5,126,4.149201872973446,16.46574034499181,6.95458738254154,LSU,JeffJu00,justin-jefferson-1
2018,Malik Jefferson,3,78,OLB,21,75,236,4.52,36,125,4.208028976194651,27,7.031687493137243,Texas,JeffMa00,malik-jefferson-1
2016,Quinton Jefferson,5,147,DT,23,76,289,4.95,29,107.78575175528968,4.37,24,7.95,Maryland,JeffQu00,quinton-jefferson-1
2020,Van Jefferson,2,57,WR,24,73,200,4.520547685381189,35.37393056735709,119.20389193780424,4.208386962244117,16.27961788423373,7.032156677620147,Florida,JeffVa00,van-jefferson-1
2019,Jalen Jelks,7,241,DE,23,77,256,4.92,32.5,113,4.59,19,7.22,Oregon,JelkJa00,jalen-jelks-1
2012,A.J. Jenkins,1,30,WR,22,72,192,4.37,38.5,124,4.1099838041593095,12,6.90318730881107,Illinois,JenkA.00,aj-jenkins-1
2013,Brandon Jenkins,5,162,DE,23,74,251,5.07,32.55300068592597,114.15053083026706,4.56752794032424,18,7.5028548356665485,Florida St.,JenkBr00,brandon-jenkins-2
2019,Elgton Jenkins,2,44,C,23,76,310,4.982538218867959,28,109,4.62,29,7.77,Mississippi St.,JenkEl00,elgton-jenkins-1
2011,Jarvis Jenkins,2,41,DT,23,76,309,5.03,26.5,98,4.83,17,7.42,Clemson,JenkJa01,jarvis-jenkins-1
2012,Jackrabbit Jenkins,2,39,DB,23,70,191,4.41,33.5,121,4.13,15.44206681082236,6.95,North Alabama,JenkJa03,janoris-jenkins-1
2013,Jelani Jenkins,4,104,LB,21,72,243,4.65,32.82747712932466,114.64222280500782,4.293001458625282,27,7.143054319553261,Florida,JenkJe00,jelani-jenkins-1
2013,John Jenkins,3,82,DT,24,76,346,5.21,27.31083968089613,104.75982150543032,4.659036767557226,30,7.622788341037644,Georgia,JenkJo00,john-jenkins-3
2016,Jordan Jenkins,3,83,OLB,22,75,257,4.8,36.5,121,4.3910466306606235,16,7.271554503879436,Georgia,JenkJo01,jordan-jenkins-2
2006,Julian Jenkins,5,156,DE,22,76,270,5.03,34.5,110,4.23,25,7.11,Stanford,JenkJu20,julian-jenkins-1
2001,Kris Jenkins,2,44,DT,22,76,335,5.19,31,108,4.4,33,7.85,Maryland,JenkKr00,NA
2009,Malcolm Jenkins,1,14,DB,21,72,200,4.51,33,124,4.08,15,6.59,Ohio St.,JenkMa99,malcolm-jenkins-1
2004,Michael Jenkins,1,29,WR,22,76,217,4.4,34.676716789521635,117.95491619695196,4.129592838566378,17.861658800677432,6.928887345676305,Ohio St.,JenkMi00,michael-jenkins-1
2008,Mike Jenkins,1,25,DB,23,72,200,4.38,34,117,4.4,18,7.21,South Florida,JenkMi99,mike-jenkins-1
2017,Rayshawn Jenkins,4,113,S,23,73,214,4.51,37,128,4.201492631392295,19,7.023120814182166,Miami (FL),JenkRa00,rayshawn-jenkins-1
2021,Teven Jenkins,2,39,OL,23,77,317,5.01,32.5,106,4.66,36,7.72,Oklahoma St.,JenkTe00,teven-jenkins-1
2006,Adam Jennings,6,184,WR,23,69,181,4.44,37.5,118,4.12,14.511454507031946,6.88,Fresno St.,JennAd00,adam-jennings-1
2020,Anfernee Jennings,3,87,LB,23,74,256,4.824815431997466,32.26750157318855,113.6390930515259,4.40726685265611,21.49104678546004,7.292813087784824,Alabama,JennAn00,anfernee-jennings-1
2019,Gary Jennings Jr,4,120,WR,22,73,214,4.42,37,127,4.15,20,7.32,West Virginia,JennGa00,gary-jennings-1
2006,Greg Jennings,2,52,WR,22,71,195,4.42,36.5,117,4.16,15.814311732338524,6.68,Western Michigan,JennGr00,greg-jennings-1
2020,Jauan Jennings,7,217,WR,23,75,215,4.72,29,119,4.338755872241775,17.67553633991935,7.20302107223881,Tennessee,JennJa00,jauan-jennings-1
2001,Jonas Jennings,3,95,T,23,75,325,5.31,29.5,102,4.93,31,8.08,Georgia,JennJo20,NA
2006,Kelly Jennings,1,31,DB,23,71,175,4.39,40,120,4,13.953087124757701,6.75904008754585,Miami (FL),JennKe20,kelly-jennings-1
2009,Rashad Jennings,7,250,RB,24,73,234,4.52,34,120,4.2,29,6.86,Liberty,JennRa00,NA
2006,Tim Jennings,2,62,DB,22,68,186,4.32,37.5,117,4.077302080147529,17,6.860353914035679,Georgia,JennTi20,tim-jennings-1
2011,Jerrel Jernigan,3,83,WR,22,69,181,4.46,37.5,124,4.25,11,7.07,Troy,JernJe00,jerrel-jernigan-1
2014,Timmy Jernigan,2,48,DT,21,74,299,5.06,29.5,102,4.83,27,7.846856558022116,Florida St.,JernTi00,timmy-jernigan-1
2010,John Jerry,3,73,T,24,77,349,5.15,27.5,101,4.69,30.145741210710874,7.93,Mississippi,JerrJo20,NA
2009,Peria Jerry,1,24,DT,25,73,290,4.98,30.234946538083477,109.99801192046354,4.508700837103035,24.65512861834744,7.4257547250708456,Mississippi,JerrPe99,peria-jerry-1
2020,Jerry Jeudy,1,15,WR,21,73,193,4.45,35,120,4.53,15.628189271580442,7.453669881946357,Alabama,JeudJe00,jerry-jeudy-1
2018,Josey Jewell,4,106,ILB,23,73,234,4.82,33,117,4.27,18,6.8,Iowa,JeweJo00,josey-jewell-1
2013,Luke Joeckel,1,2,T,21,78,306,5.3,28.5,106,4.68,27,7.4,Texas A&M,JoecLu00,luke-joeckel-1
2004,Leon Joe,4,112,LB,22,73,235,4.49,39,125.69956500106062,4.188419941787584,30,7.00598745627201,Maryland,JoexLe20,leon-joe-1
2003,Al Johnson,2,38,C,24,77,305,4.95,29.74309347383359,109.11691552673028,4.489091802695966,26.051047074033058,7.400054688205609,Wisconsin,JohnAl22,NA
2003,Andre Johnson,1,3,WR,22,75,219,4.41,39,132,4.136129183368734,18.047781261435514,6.937454024631384,Miami (FL),JohnAn02,andre-johnson-1
2007,Antonio Johnson,5,152,DT,22,75,310,5.15,29,108,4.49,28,7.47,Mississippi St.,JohnAn03,antonio-johnson-3
2016,Austin Johnson,2,43,NT,22,76,314,5.32,26,96,4.75,25,7.84,Penn St.,JohnAu01,austin-johnson-2
2003,Bethel Johnson,2,45,WR,24,71,200,4.38,38.5,127,4.116520148961666,16.27961788423373,6.911753987766149,Texas A&M,JohnBe00,bethel-johnson-1
